feature_id;feature_mz;feature_rt;candidate_structure_tax_npc_01pat;feature_pred_tax_npc_01pat_val;feature_pred_tax_npc_01pat_score;candidate_structure_tax_npc_02sup;feature_pred_tax_npc_02sup_val;feature_pred_tax_npc_02sup_score;candidate_structure_tax_npc_03cla;feature_pred_tax_npc_03cla_val;feature_pred_tax_npc_03cla_score;consensus_class;structure_name;candidate_structure_organism_occurrence_closest;confidence;score_final;npc_pathway;npc_superclass;npc_class;color_pathway;color_superclass;color_class
1;258.005837363039;1.0151731;Carbohydrates;Carbohydrates;1;Saccharides;Saccharides;1;Disaccharides $ Polysaccharides;Disaccharides;0.992;Disaccharides;Umbelliferose;Magnoliopsida;high;0.684794689597738;Carbohydrates;Saccharides;Disaccharides;#F1A340;#F6C383;#F9D8AE
2;447.05897966019;1.0235258;NA;Amino acids and Peptides;0.67;Nucleosides;Nucleosides;0.726;NA;Purine nucleosides;0.474;Nucleosides;NA;NA;NA;NA;Unclassified;Nucleosides;Unclassified;#7570B3;#9894C6;#BCB9DA
3;309.071083981236;1.0310789;notClassified;Amino acids and Peptides;0.83;notClassified;Fatty amides;0.531;notClassified;N-acyl amines;0.412;notClassified;NA;;NA;0.067976547497375;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
4;323.042324193015;1.0373725;notClassified;Alkaloids;0.987;notClassified;Pseudoalkaloids (transamidation);0.888;notClassified;Purine alkaloids;0.971;notClassified;Guanine;Biota;high;0.868379096331902;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
5;265.974327900252;1.0402786;notClassified;Shikimates and Phenylpropanoids;0.191904642412691;notClassified;Small peptides;0.204534078903593;notClassified;notClassified;0.142790486558616;notClassified;NA;;NA;0.127956031174988;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
6;287.11003405603;1.0434241;Terpenoids;Amino acids and Peptides;0.996;Sesquiterpenoids;Amino acid glycosides;0.999;Germacrane sesquiterpenoids;Glucosinolates;0.697;Germacrane sesquiterpenoids;Glechomafuran;Magnoliopsida;NA;0.438990260084215;Terpenoids;Sesquiterpenoids;Germacrane sesquiterpenoids;#008837;#4EAC74;#99CFAF
7;746.028427454791;1.0523833;NA;Alkaloids;0.262;NA;Nucleosides;0.244;NA;Purine alkaloids;0.268;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
8;160.075581450433;1.082045;Alkaloids;Shikimates and Phenylpropanoids;0.634421260467751;Tryptophan alkaloids;Small peptides;0.715162063881591;Simple indole alkaloids;Cinnamic acids and derivatives;0.549831759072051;Simple indole alkaloids;Indole-3-acetaldehyde $ 2-(1H-indol-3-yl)acetaldehyde $ Indoleacetaldehyde;Magnoliopsida;NA;0.530829806703785;Alkaloids;Tryptophan alkaloids;Simple indole alkaloids;#2C7BB6;#7EAED2;#B3CFE5
9;315.073248598488;1.0858757;Shikimates and Phenylpropanoids;Alkaloids;0.972;Coumarins;Anthranilic acid alkaloids;0.577;Isocoumarins;Anthranillic acid derivatives;0.04;Isocoumarins;Altenuene;Magnoliopsida;high;0.559207306395377;Shikimates and Phenylpropanoids;Coumarins;Isocoumarins;#7B3294;#86439D;#A16DB3
10;458.160711308625;1.126035;NA;Shikimates and Phenylpropanoids;0.337500451881272;NA;Flavonoids;0.234423809005069;NA;notClassified;0.217626731677905;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
11;120.080563151373;1.1336455;Alkaloids;Amino acids and Peptides;1;Tyrosine alkaloids;Small peptides;1;Phenylethylamines;Dipeptides;0.999;Phenylethylamines;2-Hydroxyphenethylamine $ 2-Amino-1-phenylethanol $ Phenylethanolaminium;Magnoliopsida;NA;0.56305334288895;Alkaloids;Tyrosine alkaloids;Phenylethylamines;#2C7BB6;#84B2D5;#B9D3E7
12;166.086122901361;1.1336695;Amino acids and Peptides $ Shikimates and Phenylpropanoids;Carbohydrates;0.971;Small peptides;Nucleosides;0.937;Aminoacids;Pyrimidine nucleosides;0.93;Aminoacids;L-Phenylalanine $ Endorphenyl $ (2S)-2-azaniumyl-3-phenylpropanoate $ Phenylalanine;Biota;high;0.981403827441351;Amino acids and Peptides;Small peptides;Aminoacids;#D73027;#E57873;#E88681
13;300.105626018243;1.1348959;Alkaloids;Alkaloids;0.993;Nicotinic acid alkaloids;Nicotinic acid alkaloids;0.994;Pyridine alkaloids;Pyridine alkaloids;0.994;Pyridine alkaloids;Nicotinic acid $ Hydron;;;;;;;;;
14;915.197799819958;1.1357298;Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.412195022237825;Flavonoids;Flavonoids;0.412195022237825;Proanthocyanins;Proanthocyanins;0.357235685939449;Proanthocyanins;Gallocatechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin;;NA;0.247010976753557;Shikimates and Phenylpropanoids;Flavonoids;Proanthocyanins;#7B3294;#9255A7;#CDB2D7
15;208.133309536688;1.1575898;Alkaloids $ Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.347200369543444;notClassified;notClassified;0.555520591269511;notClassified;notClassified;0.555520591269511;Alkaloids;Benzoylcholine;Magnoliopsida;NA;0.561751964093463;Alkaloids;Unclassified;Unclassified;#2C7BB6;#8BB6D7;#D1E2EF
16;284.110548681937;1.1599915;notClassified;Amino acids and Peptides;0.719;notClassified;Small peptides;0.542;notClassified;Aminoacids;0.708;notClassified;NA;;NA;0.114314823066321;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
17;820.120347873313;1.1631597;notClassified;Shikimates and Phenylpropanoids;0.925;notClassified;Phenylpropanoids (C6-C3);0.933;notClassified;Cinnamic acids and derivatives;0.916;notClassified;NA;;NA;0.0721146901254817;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
18;730.034465836068;1.1788299;NA;Amino acids and Peptides;0.301;NA;Nucleosides;0.161;NA;Aminoacids;0.114;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
19;705.076260100792;1.1801221;NA;notClassified;0.0313783977870638;NA;notClassified;0.0313783977870638;NA;notClassified;0.0313783977870638;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
20;443.09732368021;1.183644;Shikimates and Phenylpropanoids;Amino acids and Peptides;0.989;Flavonoids;Small peptides;0.999;Flavan-3-ols;Tripeptides;0.998;Flavan-3-ols;Catechin 4'-O-gallate;;high;0.271258731572713;Shikimates and Phenylpropanoids;Flavonoids;Flavan-3-ols;#7B3294;#9255A7;#AF82BE
21;425.086633692788;1.185698;Shikimates and Phenylpropanoids;Amino acids and Peptides;1;Flavonoids;Small peptides;1;Dihydroflavonols;Dipeptides;0.999;Dihydroflavonols;4-hydroxy-3-[2-hydroxy-5-[(2S,3S)-3,5,7-trihydroxy-4-oxo-2,3-dihydrochromen-2-yl]phenyl]benzoic acid;;NA;0.273692708664757;Shikimates and Phenylpropanoids;Flavonoids;Dihydroflavonols;#7B3294;#9255A7;#A979BA
22;867.212691373344;1.1861405;Shikimates and Phenylpropanoids;Alkaloids;0.6;Flavonoids;Ornithine alkaloids;0.298;Proanthocyanins;Pyrrolidine alkaloids;0.262;Proanthocyanins;Procyanidin C1;Saxifragales;NA;0.498628817375869;Shikimates and Phenylpropanoids;Flavonoids;Proanthocyanins;#7B3294;#9255A7;#CDB2D7
23;342.115833960078;1.1871374;notClassified;Amino acids and Peptides;0.832;notClassified;Small peptides;0.933;notClassified;Dipeptides;0.54;notClassified;NA;;NA;0.120198221380318;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
24;217.105065393718;1.1914644;Alkaloids;Terpenoids;0.62025379462752;Tryptophan alkaloids;Sesquiterpenoids;0.5814879324633;Carboline alkaloids;Apocarotenoids(ε-);0.358031303537053;Carboline alkaloids;6-Methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one;;NA;0.266193099544682;Alkaloids;Tryptophan alkaloids;Carboline alkaloids;#2C7BB6;#7EAED2;#93BBD9
25;412.032113230871;1.1925339;Amino acids and Peptides;Amino acids and Peptides;0.924;β-lactams;β-lactams;0.886;NA;Cephalosporins;0.555;β-lactams;NA;NA;NA;NA;Amino acids and Peptides;β-lactams;Unclassified;#D73027;#E98D88;#F1B5B2
26;195.122229132064;1.1927155;Terpenoids;notClassified;0.394673273695297;Monoterpenoids;notClassified;0.394673273695297;Menthane monoterpenoids $ Monocyclic monoterpenoids;notClassified;0.394673273695297;Menthane monoterpenoids;Phosphoprotein $ (+)-Neomenthol;;NA;0.24011596497749;Terpenoids;Monoterpenoids;Menthane monoterpenoids;#008837;#3BA465;#76BF93
27;284.110087544368;1.1972772;notClassified;Shikimates and Phenylpropanoids;0.400745618813406;notClassified;notClassified;0.16477606849376;notClassified;notClassified;0.16477606849376;notClassified;NA;;NA;0.086662412530283;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
28;279.154326015178;1.1999425;Amino acids and Peptides;notClassified;0.549353978350168;Amino acid glycosides;notClassified;0.549353978350168;Cyanogenic glycosides;notClassified;0.549353978350168;Cyanogenic glycosides;Lotaustralin $ 2(R)-Hydroxy-2-methylbutyronitrile-beta-D-glucopyranoside;Saxifragales;NA;0.616667214635096;Amino acids and Peptides;Amino acid glycosides;Cyanogenic glycosides;#D73027;#D93A32;#DD4E47
29;986.109398620194;1.2047416;NA;Shikimates and Phenylpropanoids;0.269;NA;Coumarins;0.177;NA;Simple coumarins;0.052;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
30;316.047187101286;1.2070172;notClassified;Shikimates and Phenylpropanoids;0.146928071443668;notClassified;Flavonoids;0.263182080740496;notClassified;Flavonols;0.173693503772348;notClassified;NA;;NA;0.105269225990654;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
31;282.094763530734;1.2087444;Amino acids and Peptides;Amino acids and Peptides;0.991;Small peptides;Small peptides;0.994;Dipeptides;Dipeptides;0.874;Dipeptides;NA;NA;NA;NA;Amino acids and Peptides;Small peptides;Dipeptides;#D73027;#E57873;#EC9C98
32;266.12147910414;1.2092872;NA;Amino acids and Peptides;0.606;NA;Tyrosine alkaloids;0.487;NA;Phenylethylamines;0.149;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
33;314.032588234942;1.2093804;notClassified;Alkaloids;0.644;notClassified;Ornithine alkaloids;0.265;notClassified;Tetracyclines;0.186;notClassified;NA;;NA;0.0880633362200363;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
34;277.135754875784;1.2099205;Amino acids and Peptides;Amino acids and Peptides;0.998;Amino acid glycosides;Small peptides;0.996;Cyanogenic glycosides;Dipeptides;0.984;Cyanogenic glycosides;Rhodiocyanoside A;Saxifragales;NA;0.535126846119141;Amino acids and Peptides;Amino acid glycosides;Cyanogenic glycosides;#D73027;#D93A32;#DD4E47
35;586.014501199692;1.2129464;Amino acids and Peptides $ Shikimates and Phenylpropanoids;Amino acids and Peptides;1;Small peptides;Small peptides;1;Aminoacids;Aminoacids;1;Aminoacids;L-Tyrosine $ (2S)-2-ammonio-3-(4-hydroxyphenyl)propanoate $ Tyrosine;Biota;high;0.788705191957267;Amino acids and Peptides;Small peptides;Aminoacids;#D73027;#E57873;#E88681
36;603.00422244484;1.213657;Shikimates and Phenylpropanoids;Fatty acids;0.447;Phenolic acids (C6-C1);Ornithine alkaloids;0.349;Gallotannins;Aminoacids;0.199;Gallotannins;Terminalin;;NA;0.241915075633948;Shikimates and Phenylpropanoids;Phenolic acids (C6-C1);Gallotannins;#7B3294;#9E68B0;#A877B8
37;878.014673277531;1.2136395;Shikimates and Phenylpropanoids $ Amino acids and Peptides;Shikimates and Phenylpropanoids;0.942;Phenylpropanoids (C6-C3);Phenolic acids (C6-C1);0.982;notClassified;Simple phenolic acids;0.946;Phenylpropanoids (C6-C3);2-Hydroxybenzaldehyde $ Salicylaldehyde;;NA;0.401060589634259;Shikimates and Phenylpropanoids;Phenylpropanoids (C6-C3);Unclassified;#7B3294;#A675B7;#DBC8E2
38;765.056899481183;1.2137486;Alkaloids;Alkaloids;0.84;Tyrosine alkaloids;Tyrosine alkaloids;0.779;Phenylethylamines;Phenylethylamines;0.73;Phenylethylamines;NA;NA;NA;NA;Alkaloids;Tyrosine alkaloids;Phenylethylamines;#2C7BB6;#84B2D5;#B9D3E7
39;747.044305081627;1.2142363;NA;Alkaloids;0.697;NA;Cyclic polyketides;0.227;NA;Pyrrolidine alkaloids;0.082;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
40;621.014765104022;1.2157296;NA;Alkaloids;0.577;NA;Ornithine alkaloids;0.199;NA;Pyrrolidine alkaloids;0.289;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
41;570.002101511239;1.2165211;NA;Amino acids and Peptides;0.593;NA;Small peptides;0.61;Aminoacids;Aminoacids;0.755;Aminoacids;NA;NA;NA;NA;Unclassified;Unclassified;Aminoacids;#D73027;#E7837D;#E98F8A
42;330.027042513711;1.2187262;Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.983;Phenylpropanoids (C6-C3);Phenylpropanoids (C6-C3);0.988;Cinnamic acids and derivatives;Cinnamic acids and derivatives;0.992;Cinnamic acids and derivatives;2-Hydroxycinnamic acid;Magnoliopsida;high;0.615039896390465;Shikimates and Phenylpropanoids;Phenylpropanoids (C6-C3);Cinnamic acids and derivatives;#7B3294;#A675B7;#C5A5D0
43;260.113010971176;1.2189484;Amino acids and Peptides;Shikimates and Phenylpropanoids;0.555;Amino acid glycosides;Naphthalenes;0.409;Cyanogenic glycosides;Naphthoquinones;0.367;Cyanogenic glycosides;Rhodiocyanoside A;Saxifragales;NA;0.616959967300797;Amino acids and Peptides;Amino acid glycosides;Cyanogenic glycosides;#D73027;#D93A32;#DD4E47
44;319.135350321073;1.2193024;notClassified;Alkaloids;0.816;notClassified;Ornithine alkaloids;0.208;notClassified;Phenylethylamines;0.407;notClassified;NA;;NA;0.11243329230246;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
45;307.055338253386;1.2194705;notClassified;Shikimates and Phenylpropanoids;0.406310072703059;notClassified;Flavonoids;0.332435514029775;notClassified;notClassified;0.18853195919764;notClassified;NA;;NA;0.0722400840741897;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
46;595.144731057555;1.2239076;Shikimates and Phenylpropanoids;Amino acids and Peptides;1;Flavonoids;Small peptides;1;Proanthocyanins;Aminoacids;1;Proanthocyanins;(2R,3S)-6-[(2R,3S,4R)-3,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-4-yl]-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol;;high;0.312772926528853;Shikimates and Phenylpropanoids;Flavonoids;Proanthocyanins;#7B3294;#9255A7;#CDB2D7
47;433.042833786644;1.2362708;NA;Shikimates and Phenylpropanoids;0.548986324847372;NA;Phenolic acids (C6-C1);0.40258997155474;NA;notClassified;0.277344627973357;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
48;355.098941108057;1.236519;Polyketides;Polyketides;0.494;notClassified;Cyclic polyketides;0.427;notClassified;Tropolones and derivatives (PKS);0.148;Polyketides;Chelidonic acid;Magnoliopsida;NA;0.641922637045397;Polyketides;Unclassified;Unclassified;#1B9E77;#82CAB4;#CDEAE1
49;799.098736984297;1.2368683;NA;Alkaloids;0.681;NA;Tyrosine alkaloids;0.513;NA;Cyanogenic glycosides;0.175;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
50;898.038403900384;1.2392476;Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.854;Phenylpropanoids (C6-C3);Phenylpropanoids (C6-C3);0.967;Cinnamic acids and derivatives;Cinnamic acids and derivatives;0.958;Cinnamic acids and derivatives;4-Coumaryl alcohol $ p-Coumaryl alcohol;Saxifragales;NA;0.487973198078796;Shikimates and Phenylpropanoids;Phenylpropanoids (C6-C3);Cinnamic acids and derivatives;#7B3294;#A675B7;#C5A5D0
51;615.061919413849;1.239845;Alkaloids;Alkaloids;0.704;NA;Histidine alkaloids;0.594;NA;Imidazole alkaloids;0.601;Alkaloids;NA;NA;NA;NA;Alkaloids;Unclassified;Unclassified;#2C7BB6;#8BB6D7;#D1E2EF
52;301.126216477672;1.2405088;Amino acids and Peptides;Amino acids and Peptides;0.8;NA;Small peptides;0.621;NA;Dipeptides;0.66;Amino acids and Peptides;NA;NA;NA;NA;Amino acids and Peptides;Unclassified;Unclassified;#D73027;#E7837D;#F5CDCB
53;839.004259772351;1.2409352;Amino acids and Peptides;Amino acids and Peptides;0.836;Small peptides;Small peptides;0.841;Dipeptides;Dipeptides;0.802;Dipeptides;NA;NA;NA;NA;Amino acids and Peptides;Small peptides;Dipeptides;#D73027;#E57873;#EC9C98
54;536.996687085158;1.2415118;notClassified;Shikimates and Phenylpropanoids;0.789;notClassified;Phenylpropanoids (C6-C3);0.329;notClassified;Cinnamic acids and derivatives;0.271;notClassified;NA;;NA;0.321467118608112;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
55;834.135670453749;1.2416277;NA;Polyketides;0.601;NA;Cyclic polyketides;0.614;NA;2-pyrone derivatives;0.457;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
56;436.019526942365;1.2419299;NA;Amino acids and Peptides;0.506;NA;Mycosporine derivatives;0.294;NA;Mycosporine and Mycosporine-like amino acids;0.299;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
57;321.024553152398;1.243291;Alkaloids;Polyketides;0.555;Anthranilic acid alkaloids;Cyclic polyketides;0.392;notClassified;2-pyrone derivatives;0.394;Anthranilic acid alkaloids;Lorazepam;;NA;0.323738551330767;Alkaloids;Anthranilic acid alkaloids;Unclassified;#2C7BB6;#3782BA;#AFCDE3
58;192.13820331849;1.2433934;notClassified;Alkaloids;0.43;notClassified;Pseudoalkaloids (transamidation);0.482;notClassified;Purine alkaloids;0.347;notClassified;n-(2-Phenylethyl)butanamide;Eukaryota;NA;0.343074055016574;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
59;921.055112848916;1.2433667;NA;Amino acids and Peptides;0.697;NA;Small peptides;0.463;NA;Aminoacids;0.112;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
60;839.084192677182;1.2434233;Alkaloids;Alkaloids;0.87;Tryptophan alkaloids;Tryptophan alkaloids;0.781;NA;Dipeptides;0.036;Tryptophan alkaloids;NA;NA;NA;NA;Alkaloids;Tryptophan alkaloids;Unclassified;#2C7BB6;#7EAED2;#C3DAEA
61;871.029086056867;1.2434449;Carbohydrates;Carbohydrates;0.999;Nucleosides;Nucleosides;0.999;Purine nucleos(t)ides;Purine nucleosides;0.999;Purine nucleos(t)ides;Adenosine;Biota;high;0.965738548057214;Carbohydrates;Nucleosides;Purine nucleos(t)ides;#F1A340;#F4BA70;#F5C17E
62;465.066592959412;1.2436547;Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.673899301534196;Coumarins;Isoflavonoids;0.293605942156873;Simple coumarins;Simple coumarins;0.274321270084659;Simple coumarins;Ellagic acid glucoside;;NA;0.352430754126744;Shikimates and Phenylpropanoids;Coumarins;Simple coumarins;#7B3294;#86439D;#BF9CCC
63;518.001470955778;1.2438625;Amino acids and Peptides;Amino acids and Peptides;0.778;NA;Mycosporine derivatives;0.271;NA;Mycosporine and Mycosporine-like amino acids;0.272;Amino acids and Peptides;NA;NA;NA;NA;Amino acids and Peptides;Unclassified;Unclassified;#D73027;#E7837D;#F5CDCB
64;785.083369960609;1.24395;Shikimates and Phenylpropanoids;Alkaloids;0.698;Phenolic acids (C6-C1);Ornithine alkaloids;0.141;Gallotannins;Dipeptides;0.083;Gallotannins;[(2R,3R,4S,5R,6R)-2,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxybenzoyl)oxyoxan-4-yl] 3,4,5-trihydroxy-2-[(7,13,14-trihydroxy-3,10-dioxo-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaen-6-yl)oxy]benzoate;;NA;0.247742288618748;Shikimates and Phenylpropanoids;Phenolic acids (C6-C1);Gallotannins;#7B3294;#9E68B0;#A877B8
65;817.109444079814;1.2444217;Carbohydrates;Carbohydrates;0.976;Saccharides;Saccharides;0.988;Disaccharides;Disaccharides;0.949;Disaccharides;NA;NA;NA;NA;Carbohydrates;Saccharides;Disaccharides;#F1A340;#F6C383;#F9D8AE
66;483.0772242739;1.2451425;Amino acids and Peptides;Amino acids and Peptides;0.916;NA;Amino acid glycosides;0.417;NA;Cyanogenic glycosides;0.217;Amino acids and Peptides;NA;NA;NA;NA;Amino acids and Peptides;Unclassified;Unclassified;#D73027;#E7837D;#F5CDCB
67;397.959606364875;1.2452343;Amino acids and Peptides;Amino acids and Peptides;0.741;NA;Mycosporine derivatives;0.52;NA;Mycosporine and Mycosporine-like amino acids;0.522;Amino acids and Peptides;NA;NA;NA;NA;Amino acids and Peptides;Unclassified;Unclassified;#D73027;#E7837D;#F5CDCB
68;880.027918390043;1.2470927;Fatty acids;Shikimates and Phenylpropanoids;0.544;Fatty Acids and Conjugates;Phenolic acids (C6-C1);0.774;Dicarboxylic acids;Simple phenolic acids;0.671;Dicarboxylic acids;2-Methylene-4-oxopentanedioic acid $ 4-Methylene-2-oxoglutarate;Magnoliopsida;NA;0.498331286590281;Fatty acids;Fatty Acids and Conjugates;Dicarboxylic acids;#D95F02;#DC6D18;#E07C2F
69;820.120235230428;1.2511032;NA;Shikimates and Phenylpropanoids;0.434712746029153;NA;Phenolic acids (C6-C1);0.380373652775509;NA;Gallotannins;0.380373652775509;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
70;565.965534787873;1.2552092;NA;Amino acids and Peptides;0.0600240096039028;NA;Sesquiterpenoids;0.060024009604077;NA;Iridoids monoterpenoids;0.0450194454481165;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
71;633.071582010923;1.2584218;Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.326034559521865;Phenolic acids (C6-C1);Phenolic acids (C6-C1);0.326034559521865;Gallotannins;Gallotannins;0.298865012895043;Gallotannins;[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl] 3,4,5-trihydroxy-2-(6,7,13,14-tetrahydroxy-3,10-dioxo-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4(16),5,7,11,13-hexaen-5-yl)benzoate;Magnoliopsida;NA;0.493373326334583;Shikimates and Phenylpropanoids;Phenolic acids (C6-C1);Gallotannins;#7B3294;#9E68B0;#A877B8
72;857.012955733746;1.2588414;Amino acids and Peptides;Amino acids and Peptides;0.716;NA;Small peptides;0.66;NA;Dipeptides;0.22;Amino acids and Peptides;NA;NA;NA;NA;Amino acids and Peptides;Unclassified;Unclassified;#D73027;#E7837D;#F5CDCB
73;303.087199680416;1.2593867;notClassified;Shikimates and Phenylpropanoids;0.684630985324988;notClassified;Flavonoids;0.599052112159364;notClassified;Flavan-3-ols;0.556262675576553;notClassified;Guanine;Biota;high;0.806110458006075;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
74;315.103969066787;1.2724026;NA;Shikimates and Phenylpropanoids;0.30916236193891;NA;Flavonoids;0.306598336655951;NA;notClassified;0.263018802540541;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
75;417.20199112625;1.2904936;Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.796391880901654;NA;Flavonoids;0.690206296781434;NA;Flavan-3-ols;0.477835128540992;Shikimates and Phenylpropanoids;NA;NA;NA;NA;Shikimates and Phenylpropanoids;Unclassified;Unclassified;#7B3294;#B288C1;#CDB2D7
76;239.149128840819;1.2947792;notClassified;Alkaloids;0.17;notClassified;Ornithine alkaloids;0.007;notClassified;Polyamines;0.007;notClassified;Pentaethylene glycol;Eukaryota;NA;0.259098716363668;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
77;261.130997671907;1.2996372;notClassified;Alkaloids;0.641;notClassified;Tyrosine alkaloids;0.126;notClassified;Phenylethylamines;0.292;notClassified;NA;;NA;0.071134987225411;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
78;899.202659135186;1.3053406;Shikimates and Phenylpropanoids;Amino acids and Peptides;0.674;Flavonoids;Small peptides;0.799;Proanthocyanins;Aminoacids;0.304;Proanthocyanins;[Gallocatechin(4alpha->8)]2catechin;;NA;0.241952100120011;Shikimates and Phenylpropanoids;Flavonoids;Proanthocyanins;#7B3294;#9255A7;#CDB2D7
79;337.089358724193;1.3069313;Alkaloids;Alkaloids;0.984;Tyrosine alkaloids;Tyrosine alkaloids;0.998;Amarylidaceae alkaloids $ Phenylethylamines;Amarylidaceae alkaloids;0.974;Amarylidaceae alkaloids;Hordenine;Magnoliopsida;NA;0.673173831839214;Alkaloids;Tyrosine alkaloids;Amarylidaceae alkaloids;#2C7BB6;#84B2D5;#90BAD9
80;385.022463388654;1.3078222;Amino acids and Peptides;Amino acids and Peptides;0.993;Small peptides;Small peptides;0.995;Aminoacids;Aminoacids;0.998;Aminoacids;NA;NA;NA;NA;Amino acids and Peptides;Small peptides;Aminoacids;#D73027;#E57873;#E88681
81;479.968329185566;1.3096834;notClassified;Amino acids and Peptides;0.966;notClassified;Small peptides;0.891;notClassified;Dipeptides;0.786;notClassified;NA;;NA;0.100269196282271;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
82;600.994587234041;1.31125;NA;Fatty acids;0.568;NA;Fatty Acids and Conjugates;0.408;NA;Simple phenolic acids;0.115;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
83;576.026195401956;1.3116686;NA;Amino acids and Peptides;0.326;NA;Small peptides;0.116;NA;Purine nucleosides;0.024;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
84;812.04462948647;1.3128741;NA;notClassified;0.0800685572140676;NA;notClassified;0.0800685572140676;NA;notClassified;0.0800685572140676;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
85;578.022917024701;1.3131603;Amino acids and Peptides;Amino acids and Peptides;0.992;β-lactams;β-lactams;0.989;NA;Cephalosporins;0.322;β-lactams;NA;NA;NA;NA;Amino acids and Peptides;β-lactams;Unclassified;#D73027;#E98D88;#F1B5B2
86;536.996655956318;1.3134576;notClassified;Alkaloids;0.991;notClassified;Nicotinic acid alkaloids;0.947;notClassified;Pyridine alkaloids;0.947;notClassified;NA;;NA;0.201997685830787;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
87;737.171458281788;1.3138137;Shikimates and Phenylpropanoids;Shikimates and Phenylpropanoids;0.886;Flavonoids;Phenolic acids (C6-C1);0.642;Dihydroflavonols $ Flavanones;Simple phenolic acids;0.705;Dihydroflavonols;(2S,3R)-8-[(2S,3R)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-3-yl]-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one;;NA;0.269444880699191;Shikimates and Phenylpropanoids;Flavonoids;Dihydroflavonols;#7B3294;#9255A7;#A979BA
