feature_id;feature_mz;feature_rt;candidate_structure_tax_npc_01pat;feature_pred_tax_npc_01pat_val;feature_pred_tax_npc_01pat_score;candidate_structure_tax_npc_02sup;feature_pred_tax_npc_02sup_val;feature_pred_tax_npc_02sup_score;candidate_structure_tax_npc_03cla;feature_pred_tax_npc_03cla_val;feature_pred_tax_npc_03cla_score;consensus_class;structure_name;candidate_structure_organism_occurrence_closest;confidence;score_final;npc_pathway;npc_superclass;npc_class;color_pathway;color_superclass;color_class
2717;423.235418049516;3.3955896;Carbohydrates;Carbohydrates;0.931;Nucleosides;Nucleosides;0.937;Purine nucleosides;Purine nucleosides;0.936;Purine nucleosides;NA;NA;NA;NA;Carbohydrates;Nucleosides;Purine nucleosides;#F1A340;#F4BA70;#F7CC96
2718;667.272598804588;3.3976834;Fatty acids;Fatty acids;0.994;NA;Octadecanoids;0.644;NA;Other Octadecanoids;0.678;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2719;645.289541601198;3.3978133;Fatty acids;Fatty acids;0.723;NA;Eicosanoids;0.19;NA;Prostaglandins;0.089;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2720;699.210707518151;3.3980203;Terpenoids;Terpenoids;0.935;NA;Diterpenoids;0.688;NA;Fatty alcohols;0.111;Terpenoids;NA;NA;NA;NA;Terpenoids;Unclassified;Unclassified;#008837;#73BE91;#C7E5D3
2721;434.228611774175;3.4011598;Fatty acids;Fatty acids;0.999;Octadecanoids;Octadecanoids;0.881;Other Octadecanoids;Other Octadecanoids;0.912;Other Octadecanoids;NA;NA;NA;NA;Fatty acids;Octadecanoids;Other Octadecanoids;#D95F02;#E69658;#EDB285
2722;463.159497363515;3.4056287;Terpenoids;Fatty acids;0.684;notClassified;Small peptides;0.374;notClassified;Nitro fatty acids;0.081;Terpenoids;(+)-Lactiflorin;Saxifragales;NA;0.618890702461399;Terpenoids;Unclassified;Unclassified;#008837;#73BE91;#C7E5D3
2723;301.108585397503;3.405937;Shikimates and Phenylpropanoids;Fatty acids;0.978;Flavonoids;Eicosanoids;0.624;Flavanones;Fatty alcohols;0.503;Flavanones;(S)-2,3-Dihydro-5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-dimethyl-4-benzopyrone;Magnoliopsida;NA;0.515655999788091;Shikimates and Phenylpropanoids;Flavonoids;Flavanones;#7B3294;#9255A7;#B58CC3
2724;829.382552141324;3.4216785;Terpenoids;Terpenoids;0.971;NA;Diterpenoids;0.677;NA;Dolabellane diterpenoids;0.042;Terpenoids;NA;NA;NA;NA;Terpenoids;Unclassified;Unclassified;#008837;#73BE91;#C7E5D3
2725;447.272856121687;3.4253309;Polyketides $ Terpenoids;Terpenoids;0.985;notClassified;Diterpenoids;0.832;notClassified;Beyerane diterpenoids;0.092;Polyketides;Tonantzitlolone A;Magnoliopsida;NA;0.439132267936199;Polyketides;Unclassified;Unclassified;#1B9E77;#82CAB4;#CDEAE1
2726;520.206555505504;3.4283118;notClassified;Fatty acids;0.999;notClassified;Spingolipids;0.758;notClassified;Sphingoid bases;0.817;notClassified;NA;;NA;0.0668924430226023;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2727;461.251037410633;3.4337695;Fatty acids;Fatty acids;0.965;Eicosanoids;Eicosanoids;0.895;NA;Prostaglandins;0.471;Eicosanoids;NA;NA;NA;NA;Fatty acids;Eicosanoids;Unclassified;#D95F02;#DB670F;#F1C29F
2728;475.251726220286;3.4366243;Fatty acids;Terpenoids;0.663;Fatty acyls;Fatty acyls;0.549;Fatty aldehydes $ Hydrocarbons;Fatty alcohols;0.162;Fatty aldehydes;6,10,14-Trimethyl-5,9,13-pentadecatrien-2-one;Magnoliopsida;NA;0.426604584959793;Fatty acids;Fatty acyls;Fatty aldehydes;#D95F02;#DF782A;#E6965A
2729;641.26072590783;3.4368825;Fatty acids;Fatty acids;0.919;Fatty amides;Fatty amides;0.942;Primary amides;Primary amides;0.883;Primary amides;NA;NA;NA;NA;Fatty acids;Fatty amides;Primary amides;#D95F02;#E07E33;#EDB68B
2730;479.188558849665;3.4395623;NA;notClassified;0.218853726155323;NA;notClassified;0.218853726155323;NA;notClassified;0.218853726155323;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2731;412.01170049926;3.4468575;Fatty acids;Fatty acids;0.869;NA;Fatty amides;0.223;NA;Dipeptides;0.034;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2732;226.179855048449;3.4469318;Terpenoids;Terpenoids;0.98;Meroterpenoids;Diterpenoids;0.646;Prenyl quinone meroterpenoids;Androstane steroids;0.069;Prenyl quinone meroterpenoids;2-Methyl-3-(3,7,11,15-tetramethylhexadec-2-enyl)-1,4-naphthoquinone $ cis-Vitamin K1;Saxifragales;NA;0.552867490109546;Terpenoids;Meroterpenoids;Prenyl quinone meroterpenoids;#008837;#329F5E;#ADD9BF
2733;317.065761750226;3.44745;Shikimates and Phenylpropanoids;Terpenoids;0.987;Flavonoids;Diterpenoids;0.769;Flavones;Dolabellane diterpenoids;0.04;Flavones;6-Methoxyluteolin;Saxifragales;NA;0.710654340416415;Shikimates and Phenylpropanoids;Flavonoids;Flavones;#7B3294;#9255A7;#C19FCD
2734;287.054842676965;3.4479756;Shikimates and Phenylpropanoids;Fatty acids;0.997;Flavonoids;Glycerolipids;0.794;Flavonols;Monoacylglycerols;0.813;Flavonols;Kaempferol;Saxifragales;NA;0.626310240957647;Shikimates and Phenylpropanoids;Flavonoids;Flavonols;#7B3294;#9255A7;#C7A8D2
2735;626.013839184992;3.451104;Fatty acids;Fatty acids;0.998;Glycerolipids;Glycerolipids;0.712;NA;Fatty alcohols;0.665;Glycerolipids;NA;NA;NA;NA;Fatty acids;Glycerolipids;Unclassified;#D95F02;#E38A46;#F4D0B5
2736;382.000657974312;3.4513254;NA;Shikimates and Phenylpropanoids;0.21725231897071;NA;Monoterpenoids;0.131018247380207;NA;Iridoids monoterpenoids;0.0818864046126295;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2737;380.005342227894;3.4553618;Terpenoids;Terpenoids;0.997;Sesquiterpenoids;Sesquiterpenoids;0.981;Humulane sesquiterpenoids;Humulane sesquiterpenoids;0.287;Humulane sesquiterpenoids;2,6,6-Trimethyl-9-methylidenecycloundeca-1,3,7-triene;Magnoliopsida;NA;0.588266342244087;Terpenoids;Sesquiterpenoids;Humulane sesquiterpenoids;#008837;#4EAC74;#A3D4B7
2738;423.026399435545;3.4587362;Amino acids and Peptides;Amino acids and Peptides;0.922;Oligopeptides;Oligopeptides;0.972;Cyclamides;Cyclamides;0.844;Cyclamides;NA;NA;NA;NA;Amino acids and Peptides;Oligopeptides;Cyclamides;#D73027;#E1645D;#E4746D
2739;481.925738731338;3.4597635;NA;Alkaloids;0.66;NA;Tryptophan alkaloids;0.345;NA;Carboline alkaloids;0.097;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2740;509.274386458313;3.4610975;Terpenoids;Amino acids and Peptides;0.931;Monoterpenoids;Oligopeptides;0.917;Iridoids monoterpenoids;Cyclic peptides;0.342;Iridoids monoterpenoids;6-[1-(5-hydroxy-7-methyl-3-oxo-4,4a,5,6,7,7a-hexahydro-1H-cyclopenta[c]pyran-4-yl)propan-2-yl]-1'-methoxyspiro[10-oxa-5-azatricyclo[5.3.1.04,8]undec-5-ene-2,3'-indole]-2'-one;Magnoliopsida;NA;0.440996684699814;Terpenoids;Monoterpenoids;Iridoids monoterpenoids;#008837;#3BA465;#62B684
2741;605.095366553935;3.4653466;Fatty acids;Fatty acids;0.999;Glycerolipids;Glycerolipids;0.877;Monoacylglycerols;Monoacylglycerols;0.94;Monoacylglycerols;NA;NA;NA;NA;Fatty acids;Glycerolipids;Monoacylglycerols;#D95F02;#E38A46;#F0C29E
2742;641.31454638103;3.4730992;NA;Shikimates and Phenylpropanoids;0.11734311221375;NA;Sesquiterpenoids;0.10497200925091;NA;Oleanane triterpenoids;0.102685227701556;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2743;718.380993399728;3.4826741;Terpenoids;Terpenoids;0.99;Sesquiterpenoids;Sesquiterpenoids;0.968;Elemane sesquiterpenoids;Caryophyllane sesquiterpenoids;0.257;Elemane sesquiterpenoids;iso-beta-Elemene;;NA;0.233777640757308;Terpenoids;Sesquiterpenoids;Elemane sesquiterpenoids;#008837;#4EAC74;#84C59F
2744;690.349732358883;3.486022;notClassified;Fatty acids;0.89;notClassified;Fatty acyls;0.832;notClassified;Fatty aldehydes;0.701;notClassified;NA;;NA;0.125259922167579;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2745;522.223325882708;3.4865296;notClassified;Fatty acids;0.646;notClassified;Diterpenoids;0.238;notClassified;Dicarboxylic acids;0.12;notClassified;NA;;NA;0.070218959518534;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2746;661.28616481507;3.4866023;NA;notClassified;0.103509458354578;NA;notClassified;0.103509458354578;NA;notClassified;0.103509458354578;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2747;439.269218921037;3.4895504;Terpenoids;Fatty acids;0.927;Diterpenoids;Fatty esters;0.445;Phytane diterpenoids;Fatty alcohols;0.339;Phytane diterpenoids;Sterepinic acid B;Eukaryota;NA;0.300196796429741;Terpenoids;Diterpenoids;Phytane diterpenoids;#008837;#1F9750;#7EC39A
2748;651.299959879852;3.4904804;Terpenoids;Terpenoids;0.993;Diterpenoids;Diterpenoids;0.855;NA;Aphidicolane diterpenoids;0.049;Diterpenoids;NA;NA;NA;NA;Terpenoids;Diterpenoids;Unclassified;#008837;#1F9750;#A5D5B9
2749;708.379928326149;3.4917617;NA;Carbohydrates;0.368;NA;Ornithine alkaloids;0.127;NA;Pyrrolidine alkaloids;0.192;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2750;727.263050524789;3.4919848;Terpenoids;Terpenoids;0.953;Monoterpenoids;Monoterpenoids;0.552;Menthane monoterpenoids;Pinane monoterpenoids;0.122;Menthane monoterpenoids;1,3-Cyclohexadiene, 2-methyl-5-(1-methylethenyl)-;Magnoliopsida;NA;0.603698508232718;Terpenoids;Monoterpenoids;Menthane monoterpenoids;#008837;#3BA465;#76BF93
2751;475.268702404437;3.4922717;Alkaloids;Fatty acids;0.857;Pseudoalkaloids;Fatty acyls;0.604;Cytochalasan alkaloids;Fatty alcohols;0.311;Cytochalasan alkaloids;Cytochalasin G;Eukaryota;NA;0.322220674615211;Alkaloids;Pseudoalkaloids;Cytochalasan alkaloids;#2C7BB6;#6AA2CC;#79ABD1
2752;511.28994243911;3.4924874;Amino acids and Peptides $ Polyketides;Fatty acids;1;Macrolides;Glycerolipids;0.993;Macrocyclic tetramic acids;Monoacylglycerols;0.818;Macrocyclic tetramic acids;(1Z,3Z,5Z,7S,8R,9S,10S,11S,13R,15R,16Z,18Z,24S,25S)-11-ethyl-2,7,24-trihydroxy-10-methyl-21,26-diazatetracyclo[23.2.1.08,15.09,13]octacosa-1,3,5,16,18-pentaene-20,27,28-trione;;NA;0.183008271921833;Amino acids and Peptides;Macrolides;Macrocyclic tetramic acids;#D73027;#DD4F47;#E06159
2753;697.281704696155;3.493008;NA;Terpenoids;0.477;NA;Monoterpenoids;0.09;NA;Chalcones;0.08;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2754;713.33387945213;3.4935584;Fatty acids;Fatty acids;0.999;Glycerolipids;Glycerolipids;0.872;NA;Fatty alcohols;0.589;Glycerolipids;NA;NA;NA;NA;Fatty acids;Glycerolipids;Unclassified;#D95F02;#E38A46;#F4D0B5
2755;667.272849480833;3.4942904;NA;Terpenoids;0.555;NA;Diterpenoids;0.432;NA;Tetracyclic diterpenoids;0.053;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2756;681.36305482011;3.4945974;NA;Fatty acids;0.524;NA;Eicosanoids;0.129;NA;Prostaglandins;0.038;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2757;493.279298850554;3.4947722;Terpenoids;Fatty acids;0.983;Diterpenoids;Spingolipids;0.937;Secolabdane diterpenoids;Sphingoid bases;0.947;Secolabdane diterpenoids;4-O-[(E)-5-[(4aR,5S,7R,8aS)-5-(acetyloxymethyl)-7-hydroxy-2,5,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpent-2-enyl] 1-O-methyl butanedioate;Magnoliopsida;NA;0.438687429066557;Terpenoids;Diterpenoids;Secolabdane diterpenoids;#008837;#1F9750;#95CEAC
2758;697.340088031481;3.4954708;Fatty acids;Fatty acids;0.98;NA;Fatty acyl glycosides;0.467;NA;Fatty acyl glycosides of mono- and disaccharides;0.371;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2759;645.291067749013;3.4956868;Terpenoids;Terpenoids;0.788;NA;Steroids;0.444;NA;Cholane steroids;0.414;Terpenoids;NA;NA;NA;NA;Terpenoids;Unclassified;Unclassified;#008837;#73BE91;#C7E5D3
2760;492.212436024192;3.4960804;notClassified;Amino acids and Peptides;0.325;notClassified;Oligopeptides;0.476;notClassified;Open-chain polyketides;0.109;notClassified;NA;;NA;0.0712977921253653;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2761;670.271812492874;3.4961555;NA;Amino acids and Peptides;0.256;NA;Oligopeptides;0.667;Open-chain polyketides;Open-chain polyketides;0.741;Open-chain polyketides;NA;NA;NA;NA;Unclassified;Unclassified;Open-chain polyketides;#1B9E77;#82CAB4;#AEDDCE
2762;323.149834733855;3.4965768;Shikimates and Phenylpropanoids;Polyketides;0.791;notClassified;Cyclic polyketides;0.8;notClassified;Phthalide derivatives;0.688;Shikimates and Phenylpropanoids;Phthalic anhydride;;NA;0.445090000647871;Shikimates and Phenylpropanoids;Unclassified;Unclassified;#7B3294;#B288C1;#CDB2D7
2763;664.26588077619;3.4971814;NA;Fatty acids;0.605;NA;Eicosanoids;0.144;NA;Open-chain polyketides;0.087;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2764;307.136753855292;3.4972534;Alkaloids;Fatty acids;0.922;Tryptophan alkaloids;Eicosanoids;0.321;Pyrroloquinoline alkaloids;Fatty alcohols;0.168;Pyrroloquinoline alkaloids;Mappicine;;NA;0.236027434121268;Alkaloids;Tryptophan alkaloids;Pyrroloquinoline alkaloids;#2C7BB6;#7EAED2;#A3C5DF
2765;295.226311023365;3.4973927;notClassified;Terpenoids;0.851;notClassified;Diterpenoids;0.688;notClassified;Norlabdane diterpenoids;0.077;notClassified;9-OxoODE;Magnoliopsida;NA;0.639667350012122;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2766;350.10953126343;3.49745;notClassified;Fatty acids;0.998;notClassified;Eicosanoids;0.619;notClassified;Prostaglandins;0.818;notClassified;NA;;NA;0.068894868524095;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2767;377.069068863105;3.4976895;NA;Terpenoids;0.236;NA;Monoterpenoids;0.423;NA;Pinane monoterpenoids;0.324;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2768;334.096726860983;3.4977686;notClassified;Terpenoids;0.986;notClassified;Sesquiterpenoids;0.864;notClassified;Caryophyllane sesquiterpenoids;0.124;notClassified;NA;;NA;0.0760779826865663;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2769;699.210546369064;3.4977686;Terpenoids;Terpenoids;0.977;Diterpenoids;Diterpenoids;0.795;NA;Norlabdane diterpenoids;0.055;Diterpenoids;NA;NA;NA;NA;Terpenoids;Diterpenoids;Unclassified;#008837;#1F9750;#A5D5B9
2770;721.192250083868;3.497786;Alkaloids;Alkaloids;0.831;NA;Ornithine alkaloids;0.238;NA;Pyridine alkaloids;0.234;Alkaloids;NA;NA;NA;NA;Alkaloids;Unclassified;Unclassified;#2C7BB6;#8BB6D7;#D1E2EF
2771;703.209827312947;3.4978378;NA;notClassified;0.103509458354578;NA;notClassified;0.103509458354578;NA;notClassified;0.103509458354578;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2772;524.238157938153;3.497857;NA;Alkaloids;0.591;NA;Histidine alkaloids;0.623;NA;Imidazole alkaloids;0.623;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2773;490.197177771714;3.4979074;notClassified;Terpenoids;0.453;notClassified;Diterpenoids;0.339;notClassified;Fatty alcohols;0.029;notClassified;NA;;NA;0.0677607969774657;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2774;353.22930081177;3.4979432;Terpenoids;Fatty acids;0.567;Diterpenoids;Eicosanoids;0.128;Grayanotoxane diterpenoids;Open-chain polyketides;0.066;Grayanotoxane diterpenoids;(1S,3R,6S,8E,10S,13R,14R,16R)-3,6,14,16-tetrahydroxy-5,5,9,14-tetramethyltricyclo[11.2.1.01,10]hexadec-8-en-4-one;Magnoliopsida;NA;0.436966730964173;Terpenoids;Diterpenoids;Grayanotoxane diterpenoids;#008837;#1F9750;#5DB480
2775;613.263797130874;3.4981277;notClassified;Fatty acids;0.906;notClassified;Fatty Acids and Conjugates;0.549;notClassified;Unsaturated fatty acids;0.493;notClassified;NA;;NA;0.0672021246416903;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2776;753.130888655584;3.49847;NA;notClassified;0.11371690157477;NA;notClassified;0.11371690157477;NA;notClassified;0.11371690157477;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2777;325.118096237993;3.4987495;Alkaloids;Amino acids and Peptides;0.575;Peptide alkaloids;Small peptides;0.711;Simple amide alkaloids;Aminoacids;0.102;Simple amide alkaloids;Pyrenochaetamide A;;NA;0.217115928839565;Alkaloids;Peptide alkaloids;Simple amide alkaloids;#2C7BB6;#649EC9;#74A8CE
2778;342.123343418287;3.4987502;Fatty acids;Fatty acids;0.999;Glycerolipids;Glycerolipids;0.761;Monoacylglycerols;Monoacylglycerols;0.884;Monoacylglycerols;NA;NA;NA;NA;Fatty acids;Glycerolipids;Monoacylglycerols;#D95F02;#E38A46;#F0C29E
2779;816.290187941428;3.4987977;Fatty acids;Fatty acids;0.982;NA;Eicosanoids;0.684;NA;Dicarboxylic acids;0.314;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2780;784.352341181994;3.4988642;NA;Fatty acids;0.494;NA;Eicosanoids;0.336;NA;Prostaglandins;0.128;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2781;385.167284851599;3.4989617;Terpenoids;Fatty acids;0.996;Sesquiterpenoids;Fatty Acids and Conjugates;0.827;Germacrane sesquiterpenoids;Unsaturated fatty acids;0.815;Germacrane sesquiterpenoids;[(3aR,4R,6E,10Z,11aR)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate;Magnoliopsida;NA;0.434997354316411;Terpenoids;Sesquiterpenoids;Germacrane sesquiterpenoids;#008837;#4EAC74;#99CFAF
2782;723.194283058859;3.4992366;Fatty acids;Fatty acids;0.999;Octadecanoids;Octadecanoids;0.885;Other Octadecanoids;Other Octadecanoids;0.944;Other Octadecanoids;NA;NA;NA;NA;Fatty acids;Octadecanoids;Other Octadecanoids;#D95F02;#E69658;#EDB285
2783;631.275984608806;3.500616;Terpenoids;Amino acids and Peptides;0.79;Diterpenoids;Oligopeptides;0.94;Taxane diterpenoids;Open-chain polyketides;0.243;Taxane diterpenoids;Taxuyunnanine W;;NA;0.234756591386838;Terpenoids;Diterpenoids;Taxane diterpenoids;#008837;#1F9750;#9AD0B0
2784;692.384011578312;3.5025332;NA;Amino acids and Peptides;0.617;NA;Small peptides;0.189;NA;Open-chain polyketides;0.134;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2785;459.273936060462;3.506081;Polyketides;Terpenoids;0.424794928163394;Linear polyketides;notClassified;0.196706733011583;Open-chain polyketides;notClassified;0.196706733011583;Open-chain polyketides;methyl (2R)-2-[(2S,3R,4R)-3-[(1E,3E,5E,7E)-8-[(2S,3R,6S)-3-hydroxy-3,5,6-trimethyl-2,6-dihydropyran-2-yl]nona-1,3,5,7-tetraenyl]-3,4-dimethyl-5-oxooxolan-2-yl]propanoate;Eukaryota;NA;0.306212038166429;Polyketides;Linear polyketides;Open-chain polyketides;#1B9E77;#42AE8E;#84CAB6
2786;729.364169462926;3.5111632;Fatty acids;Fatty acids;0.999;Octadecanoids;Octadecanoids;0.937;Other Octadecanoids;Other Octadecanoids;0.968;Other Octadecanoids;NA;NA;NA;NA;Fatty acids;Octadecanoids;Other Octadecanoids;#D95F02;#E69658;#EDB285
2787;412.011489802832;3.5155368;Fatty acids;Fatty acids;0.955;Fatty Acids and Conjugates;Fatty Acids and Conjugates;0.778;Unsaturated fatty acids;Unsaturated fatty acids;0.845;Unsaturated fatty acids;NA;NA;NA;NA;Fatty acids;Fatty Acids and Conjugates;Unsaturated fatty acids;#D95F02;#DC6D18;#F1C5A3
2788;317.065563923554;3.516824;Shikimates and Phenylpropanoids;Fatty acids;0.954;Flavonoids;Octadecanoids;0.331;Flavonols;Fatty alcohols;0.223;Flavonols;3-O-Methylquercetin;Saxifragales;NA;0.694186055618999;Shikimates and Phenylpropanoids;Flavonoids;Flavonols;#7B3294;#9255A7;#C7A8D2
2789;549.160274094204;3.5285246;Fatty acids;Fatty acids;0.998;Octadecanoids;Octadecanoids;0.896;Other Octadecanoids;Other Octadecanoids;0.922;Other Octadecanoids;NA;NA;NA;NA;Fatty acids;Octadecanoids;Other Octadecanoids;#D95F02;#E69658;#EDB285
2790;569.293062950637;3.529582;Terpenoids;Terpenoids;0.982;NA;Diterpenoids;0.506;NA;Humulane sesquiterpenoids;0.044;Terpenoids;NA;NA;NA;NA;Terpenoids;Unclassified;Unclassified;#008837;#73BE91;#C7E5D3
2791;695.324727784878;3.529642;Terpenoids;Terpenoids;0.953;NA;Diterpenoids;0.442;NA;Apocarotenoids (β-);0.21;Terpenoids;NA;NA;NA;NA;Terpenoids;Unclassified;Unclassified;#008837;#73BE91;#C7E5D3
2792;283.060790874402;3.5318873;Shikimates and Phenylpropanoids;Fatty acids;0.795;Isoflavonoids;Diterpenoids;0.14;Isoflavones;Fatty alcohols;0.124;Isoflavones;2-Hydroxy-6-(7-hydroxy-4-oxochromen-3-yl)benzaldehyde;Magnoliopsida;NA;0.456071393572637;Shikimates and Phenylpropanoids;Isoflavonoids;Isoflavones;#7B3294;#965CAA;#C4A3CF
2793;697.283883306843;3.5493379;NA;Fatty acids;0.297;NA;Macrolides;0.248;NA;Tetracyclic diterpenoids;0.065;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2794;675.301736313999;3.5496166;Fatty acids;Fatty acids;0.999;Glycerolipids;Glycerolipids;0.794;Fatty alcohols;Fatty alcohols;0.752;Fatty alcohols;NA;NA;NA;NA;Fatty acids;Glycerolipids;Fatty alcohols;#D95F02;#E38A46;#E69659
2795;729.221498565965;3.5497985;Fatty acids;Fatty acids;0.986;NA;Glycerolipids;0.518;NA;Prostaglandins;0.355;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2796;797.429164255301;3.550039;Fatty acids;Fatty acids;0.988;NA;Fatty acyl glycosides;0.345;NA;Dicarboxylic acids;0.454;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2797;415.187762296349;3.5554366;notClassified;Terpenoids;0.986;notClassified;Diterpenoids;0.783;notClassified;Dolabellane diterpenoids;0.048;notClassified;NA;;NA;0.111099791440922;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2798;577.261944687223;3.5596185;Terpenoids;Terpenoids;0.968;Diterpenoids;Diterpenoids;0.757;NA;Apocarotenoids (β-);0.1;Diterpenoids;NA;NA;NA;NA;Terpenoids;Diterpenoids;Unclassified;#008837;#1F9750;#A5D5B9
2799;534.186922545581;3.5785334;Fatty acids;Fatty acids;0.999;Glycerolipids;Glycerolipids;0.76;Fatty alcohols;Fatty alcohols;0.732;Fatty alcohols;NA;NA;NA;NA;Fatty acids;Glycerolipids;Fatty alcohols;#D95F02;#E38A46;#E69659
2800;475.251898779397;3.5835607;Fatty acids;Fatty acids;0.713;NA;Fatty acyls;0.658;NA;Fatty alcohols;0.362;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2801;569.29340116857;3.5880225;Fatty acids;Fatty acids;0.996;NA;Eicosanoids;0.616;NA;Prostaglandins;0.56;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2802;314.268572693533;3.5977967;Alkaloids;Fatty acids;0.911;Lysine alkaloids;Fatty acyls;0.242;Piperidine alkaloids;Fatty alcohols;0.224;Piperidine alkaloids;12-[5-Hydroxy-6-(hydroxymethyl)piperidin-2-yl]dodecan-2-one;;NA;0.27156996972546;Alkaloids;Lysine alkaloids;Piperidine alkaloids;#2C7BB6;#4A8EC0;#5C99C6
2803;269.083468525653;3.6025321;Alkaloids;Terpenoids;0.987;Tryptophan alkaloids;Diterpenoids;0.626;Carboline alkaloids;Dolabellane diterpenoids;0.03;Carboline alkaloids;7-Methoxy-beta-carboline-1-[(E)-propenoic acid];Magnoliopsida;NA;0.475234077605524;Alkaloids;Tryptophan alkaloids;Carboline alkaloids;#2C7BB6;#7EAED2;#93BBD9
2804;479.29987631973;3.6052146;Terpenoids;Carbohydrates;0.532;Steroids;Oligopeptides;0.344;Pregnane steroids;Cyclamides;0.19;Pregnane steroids;1-[(3S,8R,9S,10R,13R,14S,17S)-14-hydroxy-10,13-dimethyl-3-[(2R,3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-1,2,3,4,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]ethanone;Magnoliopsida;NA;0.436242347940943;Terpenoids;Steroids;Pregnane steroids;#008837;#60B582;#A8D6BA
2805;423.235661884273;3.6132905;NA;Terpenoids;0.368431742691976;NA;Diterpenoids;0.322377774855479;NA;Colensane and Clerodane diterpenoids;0.184215871345988;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2806;843.398193941698;3.6164923;NA;Terpenoids;0.656;NA;Linear polyketides;0.429;NA;Open-chain polyketides;0.338;NA;NA;NA;NA;NA;Unclassified;Unclassified;Unclassified;#000000;#404040;#838383
2807;399.162265830771;3.6197665;Fatty acids;Fatty acids;0.968;NA;Eicosanoids;0.437;NA;Prostaglandins;0.234;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
2808;438.172437886472;3.6284523;Fatty acids;Fatty acids;0.982;NA;Eicosanoids;0.536;NA;Fatty alcohols;0.192;Fatty acids;NA;NA;NA;NA;Fatty acids;Unclassified;Unclassified;#D95F02;#EAA774;#F7DCC7
